run_group,cve_id,candidate_id,candidate_commit_sha,rank,decision,confidence,candidate_source,candidate_anchor_role,risk_flags,evidence_refs_used,top1_raw_candidate_judgment,lifecycle
30,CVE-2020-13904,pre-fix-line:0008c6bffbde88d7382eb138aad9bb4d426b586bac7abdffae88b3c77895a821,4e0860e36305c768c3d97b41d38122e59a18da87,1,uncertain_boundary,low,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:0008c6bffbde88d7382eb138aad9bb4d426b586bac7abdffae88b3c77895a821"", ""szz:pre-fix-line:0008c6bffbde88d7382eb138aad9bb4d426b586bac7abdffae88b3c77895a821"", ""root_cause:pre-fix-line:0008c6bffbde88d7382eb138aad9bb4d426b586bac7abdffae88b3c77895a821""]",True,raw_candidate_judged
30,CVE-2020-13904,pre-fix-line:00df78cbf490f771e8e032a5947b9d72d89dec748867aff3cbf303b50c622abd,9371d70bad2eab6c95df7d182d08e1cc53c6099a,2,uncertain_boundary,low,fallback,dangerous_use,"[""add_only_semantic_anchor"", ""broad_candidate_range"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:00df78cbf490f771e8e032a5947b9d72d89dec748867aff3cbf303b50c622abd"", ""szz:pre-fix-line:00df78cbf490f771e8e032a5947b9d72d89dec748867aff3cbf303b50c622abd"", ""root_cause:pre-fix-line:00df78cbf490f771e8e032a5947b9d72d89dec748867aff3cbf303b50c622abd""]",False,raw_candidate_judged
30,CVE-2020-13904,pre-fix-line:02183be7a8cd9b3868eef1d3c1081242f980cf85a5befda2723d4557b9004400,6cc7f1398257d4ffa89f79d52f10b2cabd9ad232,3,uncertain_boundary,low,fallback,dangerous_use,"[""add_only_semantic_anchor"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:02183be7a8cd9b3868eef1d3c1081242f980cf85a5befda2723d4557b9004400"", ""szz:pre-fix-line:02183be7a8cd9b3868eef1d3c1081242f980cf85a5befda2723d4557b9004400"", ""root_cause:pre-fix-line:02183be7a8cd9b3868eef1d3c1081242f980cf85a5befda2723d4557b9004400""]",False,raw_candidate_judged
30,CVE-2020-13904,pre-fix-line:0002f876f690452bb4401c02c7e8701cc5f7eb36c88f5eccd0f2b611ddcb2838,cd223e0b4e1371d12d6cbb36bb66afdc40fd6281,4,uncertain_boundary,low,fallback,dangerous_use,"[""add_only_semantic_anchor"", ""broad_candidate_range"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:0002f876f690452bb4401c02c7e8701cc5f7eb36c88f5eccd0f2b611ddcb2838"", ""szz:pre-fix-line:0002f876f690452bb4401c02c7e8701cc5f7eb36c88f5eccd0f2b611ddcb2838"", ""root_cause:pre-fix-line:0002f876f690452bb4401c02c7e8701cc5f7eb36c88f5eccd0f2b611ddcb2838""]",False,raw_candidate_judged
30,CVE-2020-13904,pre-fix-line:0212df27dff8436a9635c5c2b67af43e482b17e54c8d835a002e7b64cf3f33f9,84465f2180308a3e998089517e76586563fd6162,5,uncertain_boundary,low,fallback,dangerous_use,"[""add_only_semantic_anchor"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:0212df27dff8436a9635c5c2b67af43e482b17e54c8d835a002e7b64cf3f33f9"", ""szz:pre-fix-line:0212df27dff8436a9635c5c2b67af43e482b17e54c8d835a002e7b64cf3f33f9"", ""root_cause:pre-fix-line:0212df27dff8436a9635c5c2b67af43e482b17e54c8d835a002e7b64cf3f33f9""]",False,raw_candidate_judged
30,CVE-2020-14212,pre-fix-line:083c7a5c85c1e72eb2e6590d270233a43da76d0b83f315202ad0c070b90c654b,2558e62713ebc5f3ea22c1a28d8e9cf3249badaf,1,plausible_introduction_boundary,low,fallback,dangerous_use,"[""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:083c7a5c85c1e72eb2e6590d270233a43da76d0b83f315202ad0c070b90c654b"", ""szz:pre-fix-line:083c7a5c85c1e72eb2e6590d270233a43da76d0b83f315202ad0c070b90c654b"", ""root_cause:pre-fix-line:083c7a5c85c1e72eb2e6590d270233a43da76d0b83f315202ad0c070b90c654b""]",True,raw_candidate_judged
30,CVE-2020-14212,pre-fix-line:0f0923dcbf8a616341a5643f5ba2d4be9e4aae418e9c4a56b79513f732eae792,ffa1561608f513b3a5d3d1568f75126f21bce663,2,plausible_introduction_boundary,low,fallback,dangerous_use,"[""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:0f0923dcbf8a616341a5643f5ba2d4be9e4aae418e9c4a56b79513f732eae792"", ""szz:pre-fix-line:0f0923dcbf8a616341a5643f5ba2d4be9e4aae418e9c4a56b79513f732eae792"", ""root_cause:pre-fix-line:0f0923dcbf8a616341a5643f5ba2d4be9e4aae418e9c4a56b79513f732eae792""]",False,raw_candidate_judged
30,CVE-2020-14212,pre-fix-line:252da387e044ea8aa58535247c3fc7da29e4876f01637bae180f9b4b68f74b19,f73cc61bf5aa383048979f4de2023877c522f6be,3,plausible_introduction_boundary,low,fallback,dangerous_use,"[""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:252da387e044ea8aa58535247c3fc7da29e4876f01637bae180f9b4b68f74b19"", ""szz:pre-fix-line:252da387e044ea8aa58535247c3fc7da29e4876f01637bae180f9b4b68f74b19"", ""root_cause:pre-fix-line:252da387e044ea8aa58535247c3fc7da29e4876f01637bae180f9b4b68f74b19""]",False,raw_candidate_judged
30,CVE-2020-15389,pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88,055d429ae11ad98dfd3dc68d188ec538588d805c,1,uncertain_boundary,low,strong,state_declaration,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88"", ""szz:pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88"", ""root_cause:pre-fix-line:0ea454a1d32a8accab5d75eaacde919394251cbc5ded6ad427ef6039f1f94c88""]",True,raw_candidate_judged
30,CVE-2020-15389,pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088,028088f5f077b6cc666f8152736398df68ec239b,2,uncertain_boundary,low,strong,state_declaration,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088"", ""szz:pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088"", ""root_cause:pre-fix-line:f4d42045cc6be879ba8636fb2db25ab344059f1a547ac99372842835a09c1088""]",False,raw_candidate_judged
30,CVE-2020-15389,pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344,27e255fa75b7b9e989de3ec379c9de2b7462983b,3,uncertain_boundary,low,strong,state_declaration,"[""non_release_tag_noise"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344"", ""szz:pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344"", ""root_cause:pre-fix-line:c9ee81f750531856ab36bc07e48b1459c0467235001c1784bd102942543a1344""]",False,raw_candidate_judged
30,CVE-2020-15466,pre-fix-line:075d41e59f9ffab0041bcbb00e782d362b23312935c4c9d9d831f7ff15768d28,babe895d3a0d16346c500e397661c3fc580ee7e6,1,uncertain_boundary,low,fallback,dangerous_use,"[""fallback_candidate"", ""move_copy_sensitive_blame"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding"", ""whitespace_sensitive_blame""]","[""root_cause:pre-fix-line:075d41e59f9ffab0041bcbb00e782d362b23312935c4c9d9d831f7ff15768d28"", ""szz:pre-fix-line:075d41e59f9ffab0041bcbb00e782d362b23312935c4c9d9d831f7ff15768d28"", ""candidate:pre-fix-line:075d41e59f9ffab0041bcbb00e782d362b23312935c4c9d9d831f7ff15768d28""]",True,raw_candidate_judged
30,CVE-2020-15466,pre-fix-line:052466e16eaa6922c3ddcaa51b3b9d824fd1ea6a1ec086d6bf79d93c78a4e366,e7e4dc5d98869f91af3e649324d726217b2a8861,2,uncertain_boundary,low,fallback,dangerous_use,"[""candidate_in_fix_series_hint"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding"", ""whitespace_sensitive_blame""]","[""root_cause:pre-fix-line:052466e16eaa6922c3ddcaa51b3b9d824fd1ea6a1ec086d6bf79d93c78a4e366"", ""szz:pre-fix-line:052466e16eaa6922c3ddcaa51b3b9d824fd1ea6a1ec086d6bf79d93c78a4e366"", ""candidate:pre-fix-line:052466e16eaa6922c3ddcaa51b3b9d824fd1ea6a1ec086d6bf79d93c78a4e366""]",False,raw_candidate_judged
30,CVE-2020-19667,pre-fix-line:081de3e6ddd81bfee38d7f9c661b74aee80046a0ad41ab6fd24c4504e9abc66c,bd45f324084453a2fb279c5c9b5c5c075bce2904,1,unlikely_boundary,low,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""fallback_candidate"", ""no_model_anchor"", ""release_reachability_too_broad"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:081de3e6ddd81bfee38d7f9c661b74aee80046a0ad41ab6fd24c4504e9abc66c"", ""szz:pre-fix-line:081de3e6ddd81bfee38d7f9c661b74aee80046a0ad41ab6fd24c4504e9abc66c"", ""root_cause:pre-fix-line:081de3e6ddd81bfee38d7f9c661b74aee80046a0ad41ab6fd24c4504e9abc66c""]",True,raw_candidate_judged
30,CVE-2020-19667,pre-fix-line:034e75e76c76cd73060c9c0b927089fe1c98411e30a3326e6e69d7c7ffd4bc7e,e7538ca05d229be42443bb927dbc4c8c8f1fc856,2,unlikely_boundary,low,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""candidate_in_fix_series_hint"", ""fallback_candidate"", ""no_model_anchor"", ""release_reachability_too_broad"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:034e75e76c76cd73060c9c0b927089fe1c98411e30a3326e6e69d7c7ffd4bc7e"", ""szz:pre-fix-line:034e75e76c76cd73060c9c0b927089fe1c98411e30a3326e6e69d7c7ffd4bc7e"", ""root_cause:pre-fix-line:034e75e76c76cd73060c9c0b927089fe1c98411e30a3326e6e69d7c7ffd4bc7e""]",False,raw_candidate_judged
30,CVE-2020-19667,pre-fix-line:00f200cc2911b4898d26814e52619f1ba44e225718b64f3606fd5502180add4b,3ed852eea50f9d4cd633efb8c2b054b8e33c2530,3,uncertain_boundary,low,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""boundary_candidate_commit"", ""broad_candidate_range"", ""fallback_candidate"", ""no_model_anchor"", ""release_reachability_too_broad"", ""weak_root_cause_binding"", ""whitespace_sensitive_blame""]","[""candidate:pre-fix-line:00f200cc2911b4898d26814e52619f1ba44e225718b64f3606fd5502180add4b"", ""szz:pre-fix-line:00f200cc2911b4898d26814e52619f1ba44e225718b64f3606fd5502180add4b"", ""root_cause:pre-fix-line:00f200cc2911b4898d26814e52619f1ba44e225718b64f3606fd5502180add4b""]",False,raw_candidate_judged
30,CVE-2020-1967,pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af,604ba26560ca71bf8a1c127da96727b5b2b077e1,1,plausible_introduction_boundary,high,strong,dangerous_use,"[""candidate_in_fix_series_hint""]","[""candidate:pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af"", ""szz:pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af"", ""root_cause:pre-fix-line:e5ecd537cb332ded9cf6af2e2da76689c6d7230c05b896ee3dd7ad5d25ee50af""]",True,raw_candidate_judged
30,CVE-2020-1971,pre-fix-line:00bd2de62bd82111b8d9aa564f281a299d0489ab347831ee2332113017a36302,c7235be6e36c4bef84594aa3b2f0561db84b63d8,1,uncertain_boundary,low,fallback,dangerous_use,"[""add_only_semantic_anchor"", ""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding"", ""whitespace_sensitive_blame""]","[""szz:pre-fix-line:00bd2de62bd82111b8d9aa564f281a299d0489ab347831ee2332113017a36302"", ""candidate:pre-fix-line:00bd2de62bd82111b8d9aa564f281a299d0489ab347831ee2332113017a36302"", ""root_cause:pre-fix-line:00bd2de62bd82111b8d9aa564f281a299d0489ab347831ee2332113017a36302""]",True,raw_candidate_judged
30,CVE-2020-1971,pre-fix-line:20ca38752d54921dfd9d5b667710c73e0a360bf310b87cc5cacc4b2dac31dfee,f4cc56f494b3f42642ea3b322e57737da80f889a,2,uncertain_boundary,low,fallback,dangerous_use,"[""fallback_candidate"", ""no_model_anchor"", ""non_release_tag_noise"", ""release_reachability_too_broad"", ""weak_root_cause_binding"", ""whitespace_sensitive_blame""]","[""szz:pre-fix-line:20ca38752d54921dfd9d5b667710c73e0a360bf310b87cc5cacc4b2dac31dfee"", ""candidate:pre-fix-line:20ca38752d54921dfd9d5b667710c73e0a360bf310b87cc5cacc4b2dac31dfee"", ""root_cause:pre-fix-line:20ca38752d54921dfd9d5b667710c73e0a360bf310b87cc5cacc4b2dac31dfee""]",False,raw_candidate_judged
30,CVE-2020-25663,pre-fix-line:e5496db617dfc637d8a33f0828d684034b2a3ee166c1673e278e2cd8afee160e,8ed707a93fc4c7b3193dd562f07c4a1cc63cc19d,1,plausible_introduction_boundary,medium,strong,propagation,"[""move_copy_sensitive_blame"", ""release_line_overreach""]","[""candidate:pre-fix-line:e5496db617dfc637d8a33f0828d684034b2a3ee166c1673e278e2cd8afee160e"", ""szz:pre-fix-line:e5496db617dfc637d8a33f0828d684034b2a3ee166c1673e278e2cd8afee160e"", ""root_cause:pre-fix-line:e5496db617dfc637d8a33f0828d684034b2a3ee166c1673e278e2cd8afee160e""]",True,raw_candidate_judged
30,CVE-2020-25663,pre-fix-line:e2e5da8bf6acfe907fe7a0c0e05b3f1b1de83f5a54c99b5695a3c7cb6a1a7d08,7894d4a8920a7ee8f292b9c9b4bfc7b722bfcb83,2,uncertain_boundary,low,strong,data_source,"[""add_only_semantic_anchor"", ""boundary_candidate_commit"", ""move_copy_sensitive_blame"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:e2e5da8bf6acfe907fe7a0c0e05b3f1b1de83f5a54c99b5695a3c7cb6a1a7d08"", ""szz:pre-fix-line:e2e5da8bf6acfe907fe7a0c0e05b3f1b1de83f5a54c99b5695a3c7cb6a1a7d08"", ""root_cause:pre-fix-line:e2e5da8bf6acfe907fe7a0c0e05b3f1b1de83f5a54c99b5695a3c7cb6a1a7d08""]",False,raw_candidate_judged
30,CVE-2020-27814,pre-fix-line:d7eb632d275d1d2c9ca89bbcd4a554e21242df2b178fc4362d74bc10927bb814,649298dcf84b2f20cfe458d887c1591db47372a6,1,plausible_introduction_boundary,medium,fallback,dangerous_use,"[""candidate_in_fix_series_hint"", ""fallback_candidate"", ""no_model_anchor"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:d7eb632d275d1d2c9ca89bbcd4a554e21242df2b178fc4362d74bc10927bb814"", ""szz:pre-fix-line:d7eb632d275d1d2c9ca89bbcd4a554e21242df2b178fc4362d74bc10927bb814"", ""root_cause:pre-fix-line:d7eb632d275d1d2c9ca89bbcd4a554e21242df2b178fc4362d74bc10927bb814""]",True,raw_candidate_judged
30,CVE-2020-27823,pre-fix-line:48590a19b78472c3364a2aca591007abb632fac4bf23a30272d3b9b0b7b4390f,563bd8499e63db976ca8358216138647593354bc,1,plausible_introduction_boundary,medium,strong,dangerous_use,[],"[""candidate:pre-fix-line:48590a19b78472c3364a2aca591007abb632fac4bf23a30272d3b9b0b7b4390f"", ""szz:pre-fix-line:48590a19b78472c3364a2aca591007abb632fac4bf23a30272d3b9b0b7b4390f"", ""root_cause:pre-fix-line:48590a19b78472c3364a2aca591007abb632fac4bf23a30272d3b9b0b7b4390f""]",True,raw_candidate_judged
30,CVE-2020-8169,pre-fix-line:8e9730e8f7ceee3e2ee11166f7b71a4a1aae68ccbdf491823503441ebb088329,46e164069d1a5230e4e64cbd2ff46c46cce056bb,1,plausible_introduction_boundary,medium,fallback,dangerous_use,"[""fallback_candidate"", ""no_model_anchor"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:8e9730e8f7ceee3e2ee11166f7b71a4a1aae68ccbdf491823503441ebb088329"", ""szz:pre-fix-line:8e9730e8f7ceee3e2ee11166f7b71a4a1aae68ccbdf491823503441ebb088329"", ""root_cause:pre-fix-line:8e9730e8f7ceee3e2ee11166f7b71a4a1aae68ccbdf491823503441ebb088329""]",True,raw_candidate_judged
30,CVE-2020-8169,pre-fix-line:643eb3db2d61659912bcddec13f0645e1b5e6844a86322bc33af72d6a30f3a30,2c5ec339ea67f43ac370ae77636a0f915cc5fbeb,2,unlikely_boundary,medium,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""fallback_candidate"", ""no_model_anchor"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:643eb3db2d61659912bcddec13f0645e1b5e6844a86322bc33af72d6a30f3a30"", ""szz:pre-fix-line:643eb3db2d61659912bcddec13f0645e1b5e6844a86322bc33af72d6a30f3a30"", ""root_cause:pre-fix-line:643eb3db2d61659912bcddec13f0645e1b5e6844a86322bc33af72d6a30f3a30""]",False,raw_candidate_judged
30,CVE-2020-8169,pre-fix-line:906b628251015484f85cf328febaf627779f87026263d33f4c36b67ec8dc5c30,a97d826f6de35372563ca47087bd53ce837fe21e,3,unlikely_boundary,medium,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""fallback_candidate"", ""no_model_anchor"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:906b628251015484f85cf328febaf627779f87026263d33f4c36b67ec8dc5c30"", ""szz:pre-fix-line:906b628251015484f85cf328febaf627779f87026263d33f4c36b67ec8dc5c30"", ""root_cause:pre-fix-line:906b628251015484f85cf328febaf627779f87026263d33f4c36b67ec8dc5c30""]",False,raw_candidate_judged
30,CVE-2020-8169,pre-fix-line:269e1702e8672c4ea9eb01355b051829004dbd474472e39d5f952a836d087e30,fb723fd9d1d2c1acb46e7980b4b35a5fb4d7c355,4,unlikely_boundary,medium,fallback,missing_guard_target,"[""add_only_semantic_anchor"", ""candidate_in_fix_series_hint"", ""fallback_candidate"", ""no_model_anchor"", ""weak_root_cause_binding""]","[""candidate:pre-fix-line:269e1702e8672c4ea9eb01355b051829004dbd474472e39d5f952a836d087e30"", ""szz:pre-fix-line:269e1702e8672c4ea9eb01355b051829004dbd474472e39d5f952a836d087e30"", ""root_cause:pre-fix-line:269e1702e8672c4ea9eb01355b051829004dbd474472e39d5f952a836d087e30""]",False,raw_candidate_judged
30,CVE-2020-8177,pre-fix-line:b30837065bf84538784014f466a543de7fe1f08df70ec0b26c3843aa2f189bfb,6b6ba1dc29857f5eb4c31fed3d63619fea99d5f4,1,plausible_introduction_boundary,high,strong,sink,[],"[""candidate:pre-fix-line:b30837065bf84538784014f466a543de7fe1f08df70ec0b26c3843aa2f189bfb"", ""szz:pre-fix-line:b30837065bf84538784014f466a543de7fe1f08df70ec0b26c3843aa2f189bfb"", ""root_cause:pre-fix-line:b30837065bf84538784014f466a543de7fe1f08df70ec0b26c3843aa2f189bfb""]",True,raw_candidate_judged
30,CVE-2020-8177,pre-fix-line:e6d5b2fdecfadb56795131c19678b775c8cc4ba60c9cfc4cc8ae4de1352d9f79,c1c27625c797cfb7b21128484b4990446c1e92d9,2,plausible_introduction_boundary,medium,strong,dangerous_use,[],"[""candidate:pre-fix-line:e6d5b2fdecfadb56795131c19678b775c8cc4ba60c9cfc4cc8ae4de1352d9f79"", ""szz:pre-fix-line:e6d5b2fdecfadb56795131c19678b775c8cc4ba60c9cfc4cc8ae4de1352d9f79"", ""root_cause:pre-fix-line:e6d5b2fdecfadb56795131c19678b775c8cc4ba60c9cfc4cc8ae4de1352d9f79""]",False,raw_candidate_judged
30,CVE-2020-8177,pre-fix-line:048c64f98c704e7fac88969987cef5bd99889d6b73054b01b4aefc1a931c6268,4dc8499494dc16bf336c1055f2ae4b78c709c87d,3,unlikely_boundary,low,strong,control_predecessor,"[""add_only_semantic_anchor"", ""candidate_in_fix_series_hint"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:048c64f98c704e7fac88969987cef5bd99889d6b73054b01b4aefc1a931c6268"", ""szz:pre-fix-line:048c64f98c704e7fac88969987cef5bd99889d6b73054b01b4aefc1a931c6268"", ""root_cause:pre-fix-line:048c64f98c704e7fac88969987cef5bd99889d6b73054b01b4aefc1a931c6268""]",False,raw_candidate_judged
30,CVE-2020-8231,pre-fix-line:58fa8338ad3ea672acd04e48ca778e35489ce37c52567992e431acf7f5bd245a,d021f2e8a0067fc769652f27afec9024c0d02b3d,1,plausible_introduction_boundary,high,strong,state_declaration,"[""release_reachability_too_broad""]","[""szz:pre-fix-line:58fa8338ad3ea672acd04e48ca778e35489ce37c52567992e431acf7f5bd245a"", ""candidate:pre-fix-line:58fa8338ad3ea672acd04e48ca778e35489ce37c52567992e431acf7f5bd245a"", ""root_cause:pre-fix-line:58fa8338ad3ea672acd04e48ca778e35489ce37c52567992e431acf7f5bd245a""]",True,raw_candidate_judged
30,CVE-2020-8231,pre-fix-line:96e2823d262eba5fab1e424346eba3b286e2e1397a371c9d9f8e0cbfdd8a56b8,07cb27c98e92649e74a312faf976271fa7da609c,2,uncertain_boundary,low,strong,dangerous_use,"[""candidate_in_fix_series_hint"", ""whitespace_sensitive_blame""]","[""szz:pre-fix-line:96e2823d262eba5fab1e424346eba3b286e2e1397a371c9d9f8e0cbfdd8a56b8"", ""candidate:pre-fix-line:96e2823d262eba5fab1e424346eba3b286e2e1397a371c9d9f8e0cbfdd8a56b8"", ""root_cause:pre-fix-line:96e2823d262eba5fab1e424346eba3b286e2e1397a371c9d9f8e0cbfdd8a56b8""]",False,raw_candidate_judged
30,CVE-2021-23840,pre-fix-line:debd1476a8733e471f1ac18a39b3bc3d857b18e3e3a4498fca42bb40cc9b5b96,fa75ee1aecda0da96216440aa4ea91d4a17e8244,1,plausible_introduction_boundary,medium,strong,state_declaration,"[""add_only_semantic_anchor"", ""non_release_tag_noise"", ""release_line_overreach""]","[""candidate:pre-fix-line:debd1476a8733e471f1ac18a39b3bc3d857b18e3e3a4498fca42bb40cc9b5b96"", ""szz:pre-fix-line:debd1476a8733e471f1ac18a39b3bc3d857b18e3e3a4498fca42bb40cc9b5b96"", ""root_cause:pre-fix-line:debd1476a8733e471f1ac18a39b3bc3d857b18e3e3a4498fca42bb40cc9b5b96""]",True,raw_candidate_judged
30,CVE-2021-23840,pre-fix-line:ebba0450a4420aa94dd1a116f5b2cf4d4a68f8679d99fd59bd2521815f52fa69,be06a9348d83187071270a29aabfe10cc3904f85,2,uncertain_boundary,low,strong,state_declaration,"[""add_only_semantic_anchor"", ""non_release_tag_noise"", ""release_line_overreach"", ""release_reachability_too_broad""]","[""candidate:pre-fix-line:ebba0450a4420aa94dd1a116f5b2cf4d4a68f8679d99fd59bd2521815f52fa69"", ""szz:pre-fix-line:ebba0450a4420aa94dd1a116f5b2cf4d4a68f8679d99fd59bd2521815f52fa69"", ""root_cause:pre-fix-line:ebba0450a4420aa94dd1a116f5b2cf4d4a68f8679d99fd59bd2521815f52fa69""]",False,raw_candidate_judged
30,CVE-2022-0171,pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0,8931a454aea03bab21b3b8fcdc94f674eebd1c5d,1,plausible_introduction_boundary,medium,strong,control_predecessor,"[""non_release_tag_noise""]","[""szz:pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0"", ""candidate:pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0"", ""root_cause:pre-fix-line:52235be9052926d5b94e7f55f55e32e0c17921d981700ee274243ff893d35de0""]",True,raw_candidate_judged
30,CVE-2022-0171,pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c,f922bd9bf33bd5a8c6694927f010f32127810fbf,2,uncertain_boundary,medium,strong,state_declaration,"[""add_only_semantic_anchor"", ""move_copy_sensitive_blame"", ""non_release_tag_noise""]","[""szz:pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c"", ""candidate:pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c"", ""root_cause:pre-fix-line:b13d524ddf813defb48dfae202509c87bd59025fbfc6fda94372ff406e57f23c""]",False,raw_candidate_judged
30,CVE-2022-0185,pre-fix-line:b28ae8cb98ddc3442c651c162b27ed04e9bbf0bcf6f699cfa08714fa7d86eb21,3e1aeb00e6d132efc151dacc062b38269bc9eccc,1,plausible_introduction_boundary,high,strong,dangerous_use,"[""non_release_tag_noise""]","[""candidate:pre-fix-line:b28ae8cb98ddc3442c651c162b27ed04e9bbf0bcf6f699cfa08714fa7d86eb21"", ""szz:pre-fix-line:b28ae8cb98ddc3442c651c162b27ed04e9bbf0bcf6f699cfa08714fa7d86eb21"", ""root_cause:pre-fix-line:b28ae8cb98ddc3442c651c162b27ed04e9bbf0bcf6f699cfa08714fa7d86eb21""]",True,raw_candidate_judged
30,CVE-2022-0264,pre-fix-line:299ba5d48f2d8f0d72c08699698bb952e37af9beaae5a0595dfed6d33f770dc5,37086bfdc737ea6f66bf68dcf16757004d68e1e1,1,plausible_introduction_boundary,high,strong,dangerous_use,"[""non_release_tag_noise""]","[""candidate:pre-fix-line:299ba5d48f2d8f0d72c08699698bb952e37af9beaae5a0595dfed6d33f770dc5"", ""szz:pre-fix-line:299ba5d48f2d8f0d72c08699698bb952e37af9beaae5a0595dfed6d33f770dc5"", ""root_cause:pre-fix-line:299ba5d48f2d8f0d72c08699698bb952e37af9beaae5a0595dfed6d33f770dc5""]",True,raw_candidate_judged
30,CVE-2022-0286,pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34,bdfd2d1fa79acd03e18d1683419572f3682b39fd,1,plausible_introduction_boundary,high,strong,sink,"[""add_only_semantic_anchor"", ""non_release_tag_noise""]","[""szz:pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34"", ""root_cause:pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34"", ""candidate:pre-fix-line:dff6626881878dc79797acc5156a658866f3a5cb26c680ed33f6cd6b0f79cc34""]",True,raw_candidate_judged
