path	lfsoid	lfspointer_size
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_GITHUB-j/szz_agent_stage_02_20260203_211744.json	e2896df99f92f179770886b8e28efc7af082ead9ad28aa8f192331650adb1cba	60773
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_agszz_20260201_201304.json	edc4e8178fee13c837eadb19b3553e4ec04c05c63c12395492664acc6a2e6e9f	91179
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_bszz_20260130_000017.json	1ea4e785be22c40a56c199b92c769faa92333c9aaa40620b4de6eac9536b8d39	91947
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_llm4szz_20260129_231224.json	2c3ac55cb72fd6953524ba93ad66e61125d31cdad6e966a2a612f29967e3afae	86339
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_lszz_20260202_031423.json	01043777b365e9749adb12206d98d4ae904390babf4c54721ccf0afda6d445c5	85026
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_maszz_20260202_023229.json	e8f1369dda7283e5f2424f6ff65c0acd09f1dc182f1f711d9c564e6232167091	92475
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_raszz_20260202_023407.json	6ca0e2d059bd742d0329b24fffa2f4ae7cdb12de602c7b6393f6bd3f87ef2a7a	92475
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_rszz_20260201_202132.json	8e6b3a29f0352f43e4de2d59d3599cd08ff3c9a96deef32a7582da6d1fc76e38	85008
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/baseline_vszz_20260129_195617.json	d3baf9048a27c8da120fcfff5bb4f777b56748fee232967c7c4f28bd6bd096b5	90954
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/simple_szz_agent_20260320_161712.json	2aef131789cadb203eea6fcb7cba378f9a3f48e9921cc629d22619acfc987347	1627475
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq3_simple_agent/results/DS_LINUX/szz_agent_stage_02_20260130_125819.json	54d0fb057c52a04a857cf451bb198da89535e829cf1e2dcefca962c051d5c8fd	129137
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4a_behavior_analysis/results/simple_szz_agent_20260211_212858.json	bdc93c8a771759d2e3fd913e1e65e1cd7c3e451fe4f50bee1eef471f2de591ea	933850
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4b_error_analysis/results/simple_szz_agent_20260216_231320.json	2b1cf77263ed4a18f2e93729e869cb2b12d383eca7ac727df07245d2e78bfa4d	1085066
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260211_212858.json	bdc93c8a771759d2e3fd913e1e65e1cd7c3e451fe4f50bee1eef471f2de591ea	933850
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260213_142918.json	54b4ae30969ba294e8bdeb9e76d1f046fc0d07faf1ac548c04c2632362527b86	982146
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260213_201348.json	ece04372011dd9eba52fe616b78c72daf56609553073b75574420d70daf90b4a	1070411
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260216_152115.json	a8c786cb822bdbc0a7395e44e7802325d95d98405875a889d912a3d52ce0a326	1252410
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260216_231320.json	2b1cf77263ed4a18f2e93729e869cb2b12d383eca7ac727df07245d2e78bfa4d	1085066
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260218_013414.json	0895a1c8cfce89bb3a61e5158dd638abe4f4dea61907552ba7a50fda7002b992	1584278
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260218_181637.json	206988491ddbc2328735c7f0e5d9c17f91f888b119fc7b9e26585d0caf6eb036	1472363
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/simple_szz_agent_20260219_212408.json	004e5a82885a45857c2eeffe35f84a4c54edfd715a49e686f530593c1da452e6	1277525
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/szz_agent_stage_01_20260202_111653.json	4a05e396789dfc46049193c4509673f5ed1a4e2b9d8fbf90b17eb82ac027e09d	109791
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/szz_agent_stage_01_20260210_102210.json	fa8ddf9bb428410aeb31ef4b37dfe961acd8745c88aa1b4abacfea19d322cfdc	111236
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/szz_agent_stage_01_20260210_134248.json	8991e73fa7ac85dba33e56c9d4505a15db005d3e73c3e2a479b8b72586f37b94	111141
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/szz_agent_stage_02_20260202_194137.json	354cdd5783db2f6fa2ce2aff32e201027d438d94c6e214c2664eaa1e42f3fd13	67151
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/szz_agent_stage_02_20260210_131857.json	858cdc94c279039ea0767839e4e110c9c4afe0c75ca950939e6de5d553c8ca25	130391
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/experiments/rq4c_models_agents/results/szz_agent_stage_02_20260210_152556.json	fbf4f67f7332ca7bc2a3ad668f19f3dba7135987a724217f4dbbdfab6eb30917	122589
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/sampled_datasets/DS_GITHUB-c_100_42.json	a290375f278fdabab39a52c8d3d9cebde103a37c9f4d103172f5d61f4ad4024c	30035
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/sampled_datasets/DS_GITHUB-j.json	562bf4ba1b73f0ee6506a6f8e9cfcb325986b984b86f70bfa87fc4a6056795b3	22962
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/sampled_datasets/DS_LINUX-26_100_42.json	0339b871cc5c34adeaab329e7aee0510bdf5b6dbccbc566af94bcff453f0d0d8	24629
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/sampled_datasets/DS_LINUX_100_42.json	fc23c5623ad64c749fcce9fd9245d4b21a24ac3ee853cc160f976d6325d813fc	24689
Paper/reference/p25_how_and_why_agents_can_identify_bug_introducing_commits/raw_extraction/artifact_static_snapshot/selected_repo/sampled_datasets/DS_LINUX_200_42.json	e278d45759d5435c3c90ee6f78e21449cbdf1a9218af3988404fb988773350f8	49319
